C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_07_872.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_07_872.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_07_872.jpg, 0, 0, 0, 7.990918E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_07_974.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_07_974.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_07_974.jpg, 0, 0, 0, 7.849836E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_079.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_079.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_079.jpg, 0, 0, 0, 7.798275E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_180.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_180.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_180.jpg, 0, 0, 0, 7.937702E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_283.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_283.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_283.jpg, 0, 0, 0, 7.918144E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_386.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_386.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_386.jpg, 0, 0, 0, 7.785918E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_490.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_490.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_490.jpg, 0, 0, 0, 7.885182E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_591.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_591.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_591.jpg, 0, 0, 0, 7.944112E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_693.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_693.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_693.jpg, 0, 0, 0, 7.787447E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_803.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_803.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_803.jpg, 0, 0, 0, 8.101426E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_08_904.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_08_904.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_08_904.jpg, 0, 0, 0, 8.024355E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_09_008.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_09_008.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_09_008.jpg, 0, 0, 0, 7.826612E-05
C:\Users\balra\OneDrive\Documents\car sim\IMG\center_2021_01_31_12_11_09_112.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\left_2021_01_31_12_11_09_112.jpg, C:\Users\balra\OneDrive\Documents\car sim\IMG\right_2021_01_31_12_11_09_112.jpg, 0, 0, 0, 7.844E-05
